fid,Organisasj,Juridisk n,Telefonnum,Epost,URL,Selskapsfo,Bransjekod,Bransje,Kommune,Besøksadr,Kontaktper,Daglig led,Etablering,Antall ans,Sum Drifts,Sum salgsi,Annen drif,Driftsresu,Varekostna,Lønnsutgi,Avskrivnin,Nedskrivin,Andre drif,Sum drif_1,Sum Drif_2,Sum salg_1,Annen dr_1,Driftsre_1,Varekost_1,Lønnsut_1,Avskrivn_1,Nedskriv_1,Andre dr_1,Sum drif_3,Sum Drif_4,Sum salg_2,Annen dr_2,Driftsre_2,Varekost_2,Lønnsut_2,Avskrivn_2,Nedskriv_2,Andre dr_2,Sum drif_5,Sum Drif_6,Sum salg_3,Annen dr_3,Driftsre_3,Varekost_3,Lønnsut_3,Avskrivn_3,Nedskriv_3,Andre dr_3,Sum drif_7,Sum Drif_8,Sum salg_4,Annen dr_4,Driftsre_4,Varekost_4,Lønnsut_4,Avskrivn_4,Nedskriv_4,Andre dr_4,Sum drif_9,Sum Drif10,Sum salg_5,Annen dr_5,Driftsre_5,Varekost_5,Lønnsut_5,Avskrivn_5,Nedskriv_5,Andre dr_5,Sum drif11,Sum Drif12,Sum salg_6,Annen dr_6,Driftsre_6,Varekost_6,Lønnsut_6,Avskrivn_6,Nedskriv_6,Andre dr_6,Sum drif13,Sum Drif14,Sum salg_7,Annen dr_7,Driftsre_7,Varekost_7,Lønnsut_7,Avskrivn_7,Nedskriv_7,Andre dr_7,Sum drif15,Sum Drif16,Sum salg_8,Annen dr_8,Driftsre_8,Varekost_8,Lønnsut_8,Avskrivn_8,Nedskriv_8,Andre dr_8,Sum drif17,result_num,osm_id,display_na,category,type,latlong,_count,_sum,_mean
"2047","912887510",Tannlege Muayad Khalid Ali,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Modum,"Stålfjæra 4, 3340 Åmot",,,16.12.2013,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3120230331","4, Stålfjæra, Engerhagen, Enger, Åmot, Modum, Viken, 3340, Norge",place,house,"59.8922214,9.924776",1232,2980.67232064344,2.41937688363916
"2048","913649931",Tannlege Zlatko Petrovic,"21386065",post@oslosentrumtannklinikk.no,https://www.oslosentrumtannklinikk.no/,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,"Storgata 20, 0184 Oslo",,,19.05.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2785551393","20, Storgata, Vaterland, Sentrum, Oslo, 0184, Norge",place,house,"59.913769,10.751247",1237,74418.7933973745,60.1607060609333
"2049","913649931",Tannlege Zlatko Petrovic,"97323066",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,"Storgata 20, 0184 Oslo",,,19.05.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2785551393","20, Storgata, Vaterland, Sentrum, Oslo, 0184, Norge",place,house,"59.913769,10.751247",1237,74418.7933973745,60.1607060609333
"2050","913654196",Hillevågstannlegene DA,"51827272",,,Delt ansvar,"8623000",Tannhelsetjenester,Stavanger,"Gartnerveien 41, 4016 Stavanger",Kari Målfrid Østerholt,,06.05.2014,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2837076007","41, Gartnerveien, Bispeladegård, Hillevåg, Stavanger, Rogaland, 4016, Norge",place,house,"58.947067,5.740497",1238,27091.0121203866,21.8828853961119
"2051","912105253",Tannlege Adele Jacobsson,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Indre Østfold,"Hovsveien 10, 1831 Askim",,,22.06.2013,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3122753589","10, Hovsveien, Gurud, Askim, Indre Østfold, Viken, 1831, Norge",place,house,"59.5809434,11.1585075",1236,10027.357324712,8.11274864458898
"2052","999038654",Tannlege Henrikke Holthe Kringhaug,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Tønsberg,"Tollbodgaten 22, 3111 Tønsberg",,,23.10.2012,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130204838","22, Tollbodgaten, Kaldnes, Tønsberg, Vestfold og Telemark, 3111, Norge",place,house,"59.271331,10.40948",1236,11688.4402616508,9.45666687835828
"2053","997955811",Tannlege Stine Merethe Moen,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Lier,"Lønneveien 9, 3408 Tranby",,,11.02.2012,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3131427405","9, Lønneveien, Skjeggerud, Tranby, Lier, Viken, 3408, Norge",place,house,"59.8031444,10.264044",1236,5515.22783483751,4.46215844242517
"2054","998804132",Tannlege Iselin Sandness,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Ørland,"Storsandnesbakken 12, 7167 Vallersund",,,10.09.2012,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4844719254","12, Storsandnesbakken, Sandnes, Stor-Sandnes, Ørland, Trøndelag, 7167, Norge",place,house,"63.849823,9.754191",1233,271.057048798539,0.219835400485433
"2055","997841999",Ajsela Hadzalic,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,"Otto Sogns vei 17, 0681 Oslo",Ajsela Hadzalic,Ajsela Hadzalic,17.01.2012,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2795580196","17, Otto Sogns vei, Nordre Manglerud, Østensjø, Oslo, 0681, Norge",place,house,"59.900045,10.817587",1236,53726.6858269721,43.4681924166441
"2056","913083032",Tannpleier Lene Vangberg Monsen,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Kvinnherad,"Stabburshaugen 5, 5460 Husnes",,,16.01.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3118963796","5, Stabburshaugen, Onarheim, Lund, Husnes, Kvinnherad, Vestland, 5460, Norge",place,house,"59.8631465,5.7616188",1238,3263.44662381336,2.63606350873454
"2057","911790327",Tannlege Dan Grigorescu,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,"Ensjøveien 21 J, 0655 Oslo",,,09.04.2013,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4837616424","21J, Ensjøveien, Normannsløkka, Gamle Oslo, Oslo, 0655, Norge",place,house,"59.913694,10.788807",1232,66906.295142822,54.3070577457971
"2058","998874904",Tannlege Kjetil Kvist,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Bergen,"Meiseveien 11, 5097 Bergen",,,24.09.2012,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3125938602","11, Meiseveien, Landås, Årstad, Bergen, Vestland, 5097, Norge",place,house,"60.3624686,5.3726959",1237,23323.1902550086,18.8546404648413
"2059","911591103",Oralkirurg Dr. Aline Brecht,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Ålesund,"Sentrum, 6260 Skodje",,,19.02.2013,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6372455516","Skodje sentrum, Skodjevegen, Lundbøen, Bøen, Skodje, Ålesund, Møre og Romsdal, 6260, Norge",highway,bus_stop,"62.503983,6.695491",1237,3188.44954049774,2.57756632214853
"2060","912127818",Tannlege Odd Magne Liaskar,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Sandefjord,"Aagaards plass 1, 3211 Sandefjord",,,26.06.2013,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130219734","1, Aagaards plass, Bugården, Sandefjord, Vestfold og Telemark, 3211, Norge",place,house,"59.13114,10.220331",1234,17743.935615385,14.3792022815113
"2061","997659279",Hong Huynh Thorlakson,"33379800",post@tannhelse.no,http://www.tannhelse.no/,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Tønsberg,"Grev Wedels gate 10, 3111 Tønsberg",,,29.11.2011,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130218244","10, Grev Wedels gate, Kaldnes, Tønsberg, Vestfold og Telemark, 3111, Norge",place,house,"59.2708453,10.4087746",1232,11579.3030601069,9.3987849513855
"2062","998513804",Tannlege Silje Karin Driveklepp,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Drammen,"Torgeir Vraas plass 6, 3044 Drammen",,,19.06.2012,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6137827533","6, Torgeir Vraas plass, Marienlyst, Strømsø, Drammen, Viken, 3044, Norge",place,house,"59.739112,10.200515",1242,24325.589744173,19.5858210500588
"2063","998401348",Tannlege Anne Haugan,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Midt-Telemark,"Bøgata 11, 3800 Bø i Telemark",,,22.05.2012,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3125372866","11, Bøgata, Helland, Bø, Midt-Telemark, Vestfold og Telemark, 3800, Norge",place,house,"59.4145735,9.0595133",1237,4203.99213113822,3.39853850536639
"2064","997395484",Tannlege Ingunn Texmon,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,"Waldemar Thranes gate 68, 0173 Oslo",,,27.09.2011,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2785638678","68C, Waldemar Thranes gate, Lovisenberg, St. Hanshaugen, Oslo, 0173, Norge",place,house,"59.927918,10.748473",1238,88830.639659375,71.7533438282512
"2065","911752867",Spesialist i Pedodonti Arne Jacobsen,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Vestby,"Idrettsveien 11, 1540 Vestby",Arne Eldor Tvedt Jacobsen,Arne Eldor Tvedt Jacobsen,30.03.2013,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3122843080","11, Idrettsveien, Sole skog, Nordby, Vestby, Viken, 1540, Norge",place,house,"59.6037176,10.7552446",1240,3764.41028115526,3.03581474286714
"2066","998254523",Tannlege Stephanie Kaisler Michelet,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Arendal,"Langbryggen 13, 4841 Arendal",,,17.04.2012,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3124036559","13, Langbryggen, Skytebanen, Barbu, Arendal, Agder, 4841, Norge",place,house,"58.4593777,8.7694774",1233,12336.8747404395,10.0055756207944
"2067","996878023",Tannlege Marit Lothe,"51434686",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Hå,"Opstadvegen 12 B, 4365 Nærbø",,,14.05.2011,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2795688377","12B, Opstadvegen, Bjorhaug, Nærbø, Hå, Rogaland, 4365, Norge",place,house,"58.664702,5.641388",1238,4938.9056369802,3.98942297009709
"2068","998582652",Tannlege Katrine Bakke,"55910630",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Bergen,"Kokstaddalen 18, 5257 Kokstad",,,04.07.2012,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3125973451","18, Kokstaddalen, Kokstad, Ytrebygda, Bergen, Vestland, 5257, Norge",place,house,"60.2943115,5.2532476",1230,15217.6689060032,12.372088541466
"2069","997351223",Tannlege Angelika Kotschurow,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Herøy i M&R,"Industrivegen 19, 6080 Gurskøy",,,17.09.2011,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3118787571","19, Industrivegen, Dragsund, Leikong, Herøy, Møre og Romsdal, 6080, Norge",place,house,"62.2789472,5.8161793",1238,1076.63452702574,0.869656322314818
"2070","911873966",Tannlege Joakim Kjeksrud,"67902102",joakim.kjeksrud@gmail.com,http://www.tannlegekjeksrud.com/,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Lørenskog,"Solheimveien 56, 1461 Lørenskog",,,27.04.2013,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2074971564","56, Solheimveien, Thurmannskogen, Pokerskogen, Lørenskog, Viken, 1461, Norge",place,house,"59.930283,10.945011",1238,33783.1478605233,27.2884877710204
"2071","998562953",Tannlege Andreas Lassen Grov,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Ullensaker,"Åsmoen vestre 11, 2052 Jessheim",,,30.06.2012,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3110597058","11, Åsmoen Vestre, Holmsrøa, Flatbyseter, Jessheim, Ullensaker, Viken, 2052, Norge",place,house,"60.1375857,11.2206049",1234,3839.77835741639,3.11165182934878
"2072","998778808",Gunnlaugur Rósarsson,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Stavanger,"Haakon Viis gate 7, 4005 Stavanger",,,07.09.2012,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2840921196","7, Haakon VIIs gate, Kannik, Ledaal, Eiganes og Våland, Stavanger, Rogaland, 4005, Norge",place,house,"58.9694975,5.7308611",1232,38565.337678466,31.3030338299237
"2073","997945778",Tannlege Håvard Engebretsen Zalik,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Hustadvika,"Dalelia 6, 6440 Elnesvågen",,,08.02.2012,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3118915189","6, Dalelia, Hauglia, Holten, Elnesvågen, Hustadvika, Møre og Romsdal, 6440, Norge",place,house,"62.8545529,7.1746776",1239,2089.83967766911,1.68671483266272
"2074","998282209",Tannlege Vevatne,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Randaberg,"Jon Torbergssons vei 13, 4070 Randaberg",,,23.04.2012,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2795674496","13, Jon Torbergssons vei, Goadalen, Heia, Randaberg, Rogaland, 4070, Norge",place,house,"58.999194,5.6161761",1235,5949.86362643912,4.81770334124625
"2075","997170857",Tannpleier Camilla Kjetså,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Kristiansand,"Marcus Thranes gate 1, 4630 Kristiansand S",Camilla Marie S Kjetså,Camilla Marie S Kjetså,27.07.2011,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3097699905","1, Marcus Thranes gate, Gimlemoen, Lund, Kristiansand, Agder, 4630, Norge",place,house,"58.1543665,8.006811",1236,19406.4948558155,15.7010476179737
"2076","997355350",Tannhelsesekretær Lin-Silvia Løkken,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Trondheim,"Martin Stokkens veg 96, 7027 Trondheim",,,19.09.2011,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2958734458","96, Martin Stokkens veg, Selsbakk, Midtbyen, Trondheim, Trøndelag, 7027, Norge",place,house,"63.3887378,10.3676239",1232,21077.0122029111,17.1079644504148
"2077","998751306",Tannlege Andrei Jachter,"48271686",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Kongsberg,"Skolegata 8, 3611 Kongsberg",,,07.09.2012,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","6137832622","8, Skolegata, Raumyr, Kongsberg, Viken, 3611, Norge",place,house,"59.670677,9.649311",1237,14558.9453426795,11.7695596949713
"2078","999051243",Tannlege Maria Ilinskaya,"92679783",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Asker,"Korpåsen 147 A, 1386 Asker",,,25.10.2012,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2825317675","147A, Korpåsen, Asker, Viken, 1386, Norge",place,house,"59.8146294,10.4422124",1233,10986.1280584037,8.91007952830797
"2079","913187385",Tannlege Tihamér Szkobcov,,tannlegetim@gmail.com,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Bergen,"Midtunvegen 8 E, 5224 Nesttun",Tihamer Szkobcov,Tihamer Szkobcov,13.02.2014,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","197541081","Midtunvegen, Nesttun, Fana, Bergen, Vestland, 5224, Norge",highway,residential,"60.3222902,5.3584404",1234,19302.5098171532,15.6422283769475
"2080","913760379",Tannlege Solheim,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Trondheim,"Rognervegen 4 A, 7021 Trondheim",,,16.06.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2958703072","4A, Rognervegen, Marienborg, Midtbyen, Trondheim, Trøndelag, 7021, Norge",place,house,"63.413426,10.367312",1239,22068.2679901607,17.8113543100571
"2081","913865731",Tannlege Stine Solhaug,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Drammen,"Wulfsbergs gate 3, 3016 Drammen",,,08.07.2014,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3130003887","3, Wulfsbergs gate, Strøtvet, Bragernes, Drammen, Viken, 3016, Norge",place,house,"59.748052,10.21185",1240,22188.1108731627,17.8936378009377
"2082","913484657",Tannlege Katrine Daae Gullhav,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Bodø,"Dronningens gate 30, 8006 Bodø",,,08.04.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3123889957","30, Dronningens gate, Bodø, Bodø sentrum, Bodø, Nordland, 8006, Norge",place,house,"67.2832177,14.3807732",1240,21748.1075611059,17.5387964202467
"2083","913795423",Tannlege Maria Øren,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Bergen,"Laguneveien 9, 5239 Rådal",,,21.06.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4844681058","9, Laguneveien, Lagunen, Fana, Bergen, Vestland, 5239, Norge",place,house,"60.294549,5.326054",1241,21920.4756994545,17.6635581784485
"2084","913977157",Tannlege Henriette Arentz,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Færder,"Buerstadveien 25 C, 3135 Torød",,,07.08.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3125190362","25C, Buerstadveien, Movik, Buerstad, Torød, Færder, Vestfold og Telemark, 3135, Norge",place,house,"59.1717749,10.4246257",1239,1557.92228655331,1.2574029754264
"2085","913786386",Tannlegene Engelsgjerd og Eggen DA,,,,Delt ansvar,"8623000",Tannhelsetjenester,Stavanger,"Gartnerveien 41, 4016 Stavanger",Hilde Camilla Eggen,,02.06.2014,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2837076007","41, Gartnerveien, Bispeladegård, Hillevåg, Stavanger, Rogaland, 4016, Norge",place,house,"58.947067,5.740497",1238,27091.0121203866,21.8828853961119
"2086","913945255",Tannlege Vibeke Fornes Linderud Senter,"22648361",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,"Erich Mogensøns vei 38, 0594 Oslo",Vibeke Fornes,Vibeke Fornes,30.07.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2790870117","38, Erich Mogensøns vei, Holtet, Bjerke, Oslo, 0594, Norge",place,house,"59.943242,10.835473",1236,44242.8725700229,35.7952043446788
"2087","913768604",Tannlege Tonje Tømmervold,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oppdal,"Aunevegen 5, 7340 Oppdal",,,17.06.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3112428095","5, Aunevegen, Auna, Aune, Oppdal, Trøndelag, 7340, Norge",place,house,"62.595941,9.690949",1236,4846.23454407975,3.92090173469236
"2088","913515560",Tannlege Peter A. Paulsen,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Øygarden,"Bildøyvegen 11 C, 5353 Straume",,,22.04.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2911446089","11C, Bildøyvegen, Straume, Øygarden, Vestland, 5353, Norge",place,house,"60.357784,5.1229782",1231,6764.15954088233,5.49484934271514
"2089","913034724",Tannlege Stanimir Kamenov,,,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Ålesund,"Skaregata 3, 6002 Ålesund",Stanimir Velkov Kamenov,Stanimir Velkov Kamenov,07.01.2014,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3118726458","3, Skaregata, Ålesund, Møre og Romsdal, 6002, Norge",place,house,"62.4747694,6.1574336",1235,7190.42984978855,5.82221040468708
"2090","912406539",Tannlege Emeline Mandal,"97186652",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,0376 Oslo,Emeline Mandal,Emeline Mandal,07.09.2013,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","406091","Oslo, Norge",boundary,administrative,"59.9133301,10.7389701",1231,73322.2706804499,59.5631768322095
"2091","922831904",Moafi Oralkirurg,"46953358",,,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Molde,"Kirkekråpet 12, 6413 Molde",,,03.06.2019,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3118679895","12, Kirkekråpet, Røysan, Molde, Møre og Romsdal, 6413, Norge",place,house,"62.73809,7.162159",1237,11395.5647893846,9.21225932852434
"2092","997643720",Tannlege Siri Helstrup,"45395658",,http://olentannhelse.no/,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Vindafjord,"Mulagata 27, 5580 Ølen",Siri Helstrup,Siri Helstrup,24.11.2011,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3535409767","27, Mulagata, Litle Nerheim, Ølen, Vindafjord, Rogaland, 5580, Norge",place,house,"59.604619,5.8044581",1235,1608.35856072046,1.30231462406515
"2093","994344900",Grønland Tannlegesenter Milad Gabro,"22050500",kundeservice@gronlandtannlegevakt.no,http://www.gronlandtannlegevakt.no/,Enkeltpersonforetak,"8623000",Tannhelsetjenester,Oslo,"Smalgangen 42 B, 0188 Oslo",,,28.07.2009,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","4241769","Smalgangen, Barcode, Gamle Oslo, Oslo, 0188, Norge",highway,pedestrian,"59.9122759,10.7602246",1234,70249.7736967131,56.9285038060885
